OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,xcoord,ycoord
"202",0.06992157126,0.00010617540,Roosevelt Island,"202",Manhattan,998114.265705231,216861.162284349
"203",0.18993781587,0.00061512986,Rosedale,"203",Queens,1056534.44266038,179057.247006227
"204",0.10191241831,0.00064138427,Rossville/Woodrow,"204",Staten Island,926485.938978314,136202.985650987
"205",0.14195338833,0.00076621651,Saint Albans,"205",Queens,1049933.6363755,191188.337269898
"206",0.21275679339,0.00094439251,Saint George/New Brighton,"206",Staten Island,955854.20530126,172088.092387314
"207",0.02837568315,0.00004472308,Saint Michaels Cemetery/Woodside,"207",Queens,1012130.81057792,217633.299382088
"208",0.21472100958,0.00202032599,Schuylerville/Edgewater Park,"208",Bronx,1033089.22434759,239282.796325831
"208",0.21472100958,0.00202032599,Schuylerville/Edgewater Park,"208",Bronx,1028631.70268417,243781.294758035
"208",0.21472100958,0.00202032599,Schuylerville/Edgewater Park,"208",Bronx,1028637.57606751,243542.454743528
"209",0.03069531135,0.00003887034,Seaport,"209",Manhattan,983234.0457224,197610.823577611
"210",0.11485198337,0.00045315513,Sheepshead Bay,"210",Brooklyn,1000772.91415527,154972.187944909
"211",0.02523450821,0.00003972920,SoHo,"211",Manhattan,983823.807116491,203008.491333003
"212",0.06712906534,0.00016127619,Soundview/Bruckner,"212",Bronx,1020315.90328212,240931.216211681
"213",0.15995878382,0.00090407791,Soundview/Castle Hill,"213",Bronx,1028987.36826899,239277.82291753
"213",0.15995878382,0.00090407791,Soundview/Castle Hill,"213",Bronx,1023060.20641197,237109.889082632
"214",0.13530031425,0.00081197652,South Beach/Dongan Hills,"214",Staten Island,960498.781314775,153070.105539336
"215",0.10355645363,0.00039564702,South Jamaica,"215",Queens,1042216.24594796,192344.280830044
"216",0.11679755468,0.00081607665,South Ozone Park,"216",Queens,1034328.30006485,185669.03225079
"217",0.05539052513,0.00011473327,South Williamsburg,"217",Brooklyn,995729.630293792,195734.938140317
"218",0.08370082810,0.00028129374,Springfield Gardens North,"218",Queens,1047209.16109873,184218.431191892
"219",0.15512666968,0.00042817634,Springfield Gardens South,"219",Queens,1049585.19457772,180616.254137033
"220",0.10601594327,0.00031303574,Spuyten Duyvil/Kingsbridge,"220",Bronx,1008953.12912495,260773.715089108
"221",0.16621822085,0.00089011157,Stapleton,"221",Staten Island,963788.572874078,164718.910374241
"222",0.04838935280,0.00013026834,Starrett City,"222",Brooklyn,1016882.84290446,175210.064883453
"222",0.04838935280,0.00013026834,Starrett City,"222",Brooklyn,1015220.91972835,175036.042432129
"223",0.16602192528,0.00076436070,Steinway,"223",Queens,1010448.24933939,222528.476020077
"224",0.04402044628,0.00009847870,Stuy Town/Peter Cooper Village,"224",Manhattan,990735.940308917,205899.417532916
"225",0.08879920733,0.00031083540,Stuyvesant Heights,"225",Brooklyn,1003139.56578807,190001.966683532
"226",0.16895776204,0.00076194415,Sunnyside,"226",Queens,1005124.98219838,208048.827128516
"227",0.08283015708,0.00026831653,Sunset Park East,"227",Brooklyn,982958.798494086,173132.833961296
"228",0.17768517771,0.00099341478,Sunset Park West,"228",Brooklyn,981122.004587877,176946.791445503
"229",0.04252529001,0.00009470582,Sutton Place/Turtle Bay North,"229",Manhattan,993906.172307161,214975.366877186
"230",0.03102830968,0.00005609145,Times Sq/Theatre District,"230",Manhattan,988628.060046702,216099.139768387
"231",0.06342011656,0.00016692975,TriBeCa/Civic Center,"231",Manhattan,982065.701385469,200780.540427251
"232",0.06147090853,0.00021604997,Two Bridges/Seward Park,"232",Manhattan,988955.887520141,199673.277024996
"233",0.04803591829,0.00011618809,UN/Turtle Bay South,"233",Manhattan,992437.293711418,212493.551382464
"233",0.04803591829,0.00011618809,UN/Turtle Bay South,"233",Manhattan,994125.234867747,211290.756158904
"234",0.03607219950,0.00007310544,Union Sq,"234",Manhattan,986894.236796348,209001.626630463
"235",0.07616684265,0.00021284455,University Heights/Morris Heights,"235",Bronx,1007494.99200852,249885.021589915
"236",0.04425192231,0.00010286435,Upper East Side North,"236",Manhattan,996155.386765685,223613.753576024
"237",0.04221260034,0.00009598732,Upper East Side South,"237",Manhattan,993769.023713781,219305.827825552
"238",0.06010931140,0.00018476369,Upper West Side North,"238",Manhattan,991712.764441322,227717.518058988
"239",0.06362611530,0.00020471544,Upper West Side South,"239",Manhattan,990167.498291722,224895.872164795
"240",0.14606976438,0.00072213092,Van Cortlandt Park,"240",Bronx,1016879.8691985,265226.438636786
"241",0.06876457776,0.00025467698,Van Cortlandt Village,"241",Bronx,1013115.88175205,258631.992199901
"242",0.13813644643,0.00036007245,Van Nest/Morris Park,"242",Bronx,1025564.82784767,247818.588169326
"243",0.09433149994,0.00043837734,Washington Heights North,"243",Manhattan,1002830.58798318,251552.228688531
"244",0.08056860446,0.00035970275,Washington Heights South,"244",Manhattan,1000464.31104765,245939.880658754
"245",0.09598305966,0.00046617541,West Brighton,"245",Staten Island,955698.915831039,168837.058601386
"246",0.06946719374,0.00028129833,West Chelsea/Hudson Yards,"246",Manhattan,983137.466109154,213727.40008173
"247",0.09296785823,0.00020561716,West Concourse,"247",Bronx,1005169.12302733,241308.757075199
"248",0.05691911677,0.00014959277,West Farms/Bronx River,"248",Bronx,1019590.3761035,243211.978776215
"249",0.03638434365,0.00007221560,West Village,"249",Manhattan,983453.224648346,206902.40799529
"250",0.07962634655,0.00024097585,Westchester Village/Unionport,"250",Bronx,1026135.8006294,242470.435058917
"251",0.13771116110,0.00062575498,Westerleigh,"251",Staten Island,949450.134478874,164047.365149707
"252",0.15800437356,0.00102526406,Whitestone,"252",Queens,1035297.15843007,226490.626840808
"253",0.03605149982,0.00007833958,Willets Point,"253",Queens,1028229.94525221,216434.846866127
"254",0.08588637549,0.00036004022,Williamsbridge/Olinville,"254",Bronx,1023253.96089414,260702.714185305
"255",0.06238419977,0.00017230918,Williamsburg (North Side),"255",Brooklyn,996053.8033052,201159.033353461
"256",0.06791496696,0.00016861110,Williamsburg (South Side),"256",Brooklyn,995365.878082169,198271.799699528
"257",0.05866902598,0.00013890947,Windsor Terrace,"257",Brooklyn,990359.381594247,177405.496669279
"258",0.08901337877,0.00036620962,Woodhaven,"258",Queens,1024249.87162374,190229.069621035
"259",0.12675030519,0.00039455249,Woodlawn/Wakefield,"259",Bronx,1025106.23078716,266453.41455228
"260",0.13351415464,0.00042234533,Woodside,"260",Queens,1010211.9773427,210434.89189415
"261",0.02712045636,0.00003434232,World Trade Center,"261",Manhattan,980639.51176755,197635.173702467
"262",0.04906362315,0.00012233027,Yorkville East,"262",Manhattan,999026.619625189,221945.372993406
"262",0.04906362315,0.00012233027,Yorkville East,"262",Manhattan,1001304.8041041,223680.837555279
"263",0.03701662530,0.00006576977,Yorkville West,"263",Manhattan,997817.919661102,223005.98840945
